,CLIENT NAME,CLIENT_LOCATION,REVIEW_TITLE,REVIEW_PARAGRAPH,REVIEW_SCORE,CLIENT_REVIEW_COUNT
410,Totor,FR,Surchauffe PS4,"J’ai contacté Gamefix pour ma PS4 qui surchauffe , déposer lundi récupérer jeudi PS4 comme neuf plus aucun bruit réparation rapide garantie 6 mois magasin et équipe au top j’espère un site bientôt pour des commande en ligne !! Je recommande ce magasin pour vos réparation !!",Rated 5 out of 5 stars,1 review
411,Marvin vtr,FR,Expérience incroyable avec un accueil…,Expérience incroyable avec un accueil au top charitable et un travail de qualité franchement merci beaucoup #Marvin😉,Rated 5 out of 5 stars,1 review
412,Damino,FR,Au top !!!,"Excellent service. Changement du disque dur PS4 réglé en 30 minutes avec un dépôt sur place. Avec en bonus 2-3 conseils très utiles. Merci, vous êtes au top... (Je vous laisse la ligue des champions fifa 21 vient de commencer !)",Rated 5 out of 5 stars,1 review
413,Christophe Fontaine,FR,Je suis satisfait du suivi concernant…,"Je suis satisfait du suivi concernant la réparation de la switch, un technicien vous contacte pour établir un premier diagnostic, dans un premier temps vous payer les frais d'envoi et de renvoi,un devis est réalisé, vous l'accepter ou pas, si oui, vous payez les frais de réparation et votre switch est réexpédié. Je conseille gamefix",Rated 4 out of 5 stars,1 review
414,Jon Black,FR,Service au top!👍🏾👍🏾👍🏾👍🏾👏🏾,"Très satisfait du service de gamefix niveau accueil,pris en charge, dépannage effectué avant les délais ainsi qu'un devis juste et rapide je recommande à tout le monde vous pouvez faire confiance ce qui est rare de nos jours. Un grand merci pour cette réactivité et ce professionnalisme auquel vous avez fait.",Rated 5 out of 5 stars,1 review
415,Natacha,FR,Au top,Je suis ravie d'avoir trouver gamefix. L'équipe est très accueillante et sympathique. Ils prennent le temps d'expliquer la panne de la console et donnent aussi des conseils pour une meilleure utilisation. devis et délai de réparation respectés.Mon fils était super content de retrouver sa switch à nouveau opérationnelle. Je recommande!,Rated 5 out of 5 stars,1 review
416,Antoine,FR,Très bien!,Service excellent en termes de suivi et prix très correct. SI vous avez une panne et que vous ne savez pas la réparer n'hésitez pas !,Rated 5 out of 5 stars,1 review
417,Gianni,FR,Top réparation,Top réparation ! Mon chargeur a remis la console en panne et gamefix a réparé une nouvelle fois gratuitement !! Merci encore,Rated 5 out of 5 stars,1 review
418,Chantal CHU,FR,Allez y les yeux fermés !,Ce n'est pas la première fois que je fais appel à GAMEFIX. Très très satisfaite de la prestation et une rapidité. Console déposée Mercredi et je l'ai récuperé le Samedi. Un suivi regulier grâce aux sms reçus.Mon fils m'a dit ils sont trop forts :)Donc je vous recommande GAMEFIX les yeux fermés.,Rated 5 out of 5 stars,1 review
419,Yadz,FR,Content du résultat,Content du résultat sur un problème de charge et de sortie tv sur ma console. Délai d’une semaine respecté. Je conseille.,Rated 5 out of 5 stars,2 reviews
420,Flissi Anir,FR,Merci des gens sympa bravo,None,Rated 5 out of 5 stars,1 review
421,Toutou Msaddak,FR,Très rapide et bien accueilli très…,Très rapide et bien accueilli très sympa 😁,Rated 5 out of 5 stars,1 review
422,elessar,FR,Pas super satisfait,"Plus aucun bruit de ventilateur ! Ça c'est le côté où je vous remercie Par contre j'ai reçu ma ps4 avec le capot complètement déboîté, et fendu en plus ! J'ai du le remettre moi même et c'est inadmissible pour le prix. Pour 79 € je pense que prendre 30 sec pour remettre correctement la pièce en question c'est pas quelque chose d'insurmontable A voir si la réparation tiendra au long terme, mais au regard de l'état dans lequel j'ai reçu ma ps je ne préfère pas trop m'avancer",Rated 2 out of 5 stars,1 review
423,Pierre,FR,Merci encore prestation parfaite,None,Rated 5 out of 5 stars,1 review
424,C DB,FR,Très contente du service de Gamefix.,"Très contente du service de Gamefix.Prise en charge rapide, prix conforme à annoncé, retour dans les délais.",Rated 5 out of 5 stars,1 review
425,Corinne Pegasy,FR,"vraiment très bien ,le délai à été…","vraiment très bien ,le délai à été respecté pour le devis et une fois le réglement effectué après acceptation 48h après la ps4 était à la maison ,pour le bonheur de mon fils ! prix raisonnable,et renvoyé comme je l'avais envoyée bien protégée .",Rated 5 out of 5 stars,2 reviews
426,Tristan  Desrues,FR,Un peu de délais (1 semaine apres…,Un peu de délais (1 semaine apres reception avant d'avoir un devis) mais sinon très bien.,Rated 4 out of 5 stars,1 review
427,timac tac,FR,Grand professionnalisme de Gamefix tant…,"Grand professionnalisme de Gamefix tant au niveau du diagnostic que de la réparation de notre PS4. Réparation rapide et au top, accompagnée de conseils techniques judicieux.",Rated 5 out of 5 stars,1 review
428,isabelle zaza,FR,Équipe très pro et compétente .,Équipe très pro et compétente .Mon fils a récupéré sa switch hier qui a été réparé rapidement avec un suivi très qualitatif et avec un devis honnête .,Rated 5 out of 5 stars,1 review
429,Stephane D.,FR,Bonne expérience,"Bonne expérience! Je ne savais pas que j'avais un réparateur pas loin de chez moi, en 5 jours la console était réparé et elle marche nickel .Politesse,  courtoisie tout y était je recommande sans hésiter .",Rated 5 out of 5 stars,2 reviews
430,Linda,FR,Parfait,"Parfait, rien à redire. Devis envoyé rapidement. Après paiement, la réparation et le retour de ma console switch n’ont pas traîné. Je suis très satisfaite 👍🏽",Rated 5 out of 5 stars,1 review
431,Céline,FR,Rapide et Efficace,"Rapide, Efficace, Prix raisonnable. Merci à vous",Rated 5 out of 5 stars,1 review
432,dejvin cimboku,FR,Gamefix avait pensé qu'il fallait…,"Gamefix avait pensé qu'il fallait changer le disque dur de la PS4 mais s'est ensuite rendu compte que c'était inutile et n'a changé que le ventilateur. Travail très bon, délais respectés, ne change que le nécessaire. Personnel sympa. En gros excellent service.Christian",Rated 5 out of 5 stars,1 review
433,Karl_J Fernandes,FR,Disque dur Xbox one HS,"Diagnostic, délai de réparation et retour en moins de 10 jours.Tout fonctionne correctement.Prestations et délai au top...",Rated 5 out of 5 stars,1 review
434,Texos Blue,FR,Je recommande Gamefix !,"Bonsoir, j'ai reçu ma console PS4 aujourd'hui suite à un problème de reconnaissance entre les manettes et la console. J'ai retrouvé ma console comme si elle était neuve et le problème a été résolu. Je suis très satisfait ! Service au top : rapide et efficace !Je recommande à tous Gamefix !",Rated 5 out of 5 stars,1 review
435,Florian Harnois,FR,Service top,Service top ! Je conseille pour une réparation.,Rated 5 out of 5 stars,1 review
436,Philippe TOULEMONT,FR,Impeccable,"Rapide et efficace (ma switch déposée le samedi, réparée le jeudi suivant). Contact très agréable au téléphone et en boutique. Je conseille grandement.",Rated 5 out of 5 stars,1 review
437,Manon L,FR,"Simple, sûr et efficace","J’ai envoyé ma switch qui ne s’allumait plus. Service téléphonique très à l’écoute. En 15 jours j’ai reçu ma console réparée. L’assurance perte ou vol du colis est très rassurante. Le prix annoncé sur le devis avant envoi est le même que le prix annoncé après diagnostic (et beaucoup moins cher que chez Nintendo). Service rapide, réactif et compétent. Très pratique des suivre les étapes en temps réel, je recommande à 100%",Rated 5 out of 5 stars,1 review
438,Nathalie A.,FR,Réparation PS4 au top,J'y suis allée pour la réparation de la PS4 de mon fils. Service efficace et rapide. Très bon accueil. Prix raisonnable. Je recommande. Merci gamefix.,Rated 5 out of 5 stars,1 review
439,Mustapha Boutouizera,FR,Parfait,Parfait. C'est très rare d'avoir des commerces qui assure a ce point. Tout est parfait de la prise en charge jusqu'à la réparation de ma switch.en bonus l'accueil en magasin est superbe. Je recommande sans hésiter,Rated 5 out of 5 stars,1 review
440,Matt,FR,Problème résolu avec ma carte Bluetooth,"Problème avec ma carte Bluetooth qui a été changé en moins de 3 jours. Équipe compétente,  professionnelle et accueil au top. Je recommande 👍",Rated 5 out of 5 stars,1 review
441,Alexandre Sto,FR,Des Pro au Top,"Bravo a l équipeDeja pour l Acceuil, la prise en charge.Le sérieux et le délais de réparation. Sans débat : merci pour mon fils..... J ai fait 100km mais cela valais le coût.Merci Boss",Rated 5 out of 5 stars,1 review
442,Mathis Weber,FR,Bien,Très bien à part la livraison,Rated 5 out of 5 stars,2 reviews
443,Nora,FR,Merciiiiii vous êtes au top!!!,Merciiiiii vous êtes au top!!!Je tenais à vous remercier d'avoir été aussi rapide pour arriver à temps pour l'anniversaire de mon fils. 👌👌👌,Rated 5 out of 5 stars,2 reviews
444,Didier Millet,FR,très sérieux et très rapide,None,Rated 5 out of 5 stars,3 reviews
445,Buscape Eastwood,FR,Excellent,J'ai contacté Gamefix pour un problème de lancement de jeux sur mon XBox One. Des tests ont été effectués pour desceller un soucis sur le DD. Aujourd'hui la console marche à nouveau très bien. La communication avec le personnel a été excellente de bout en bout. je recommande vivement.,Rated 5 out of 5 stars,1 review
446,Marie-Laurence KINDER,FR,très satisfait de Gamefix,"Mon fils avait sa console xbox one en panne, habitant en Bretagne je ne trouvais personne qui puisse la réparer. J'ai trouvé par hasard Gamefix sur internet, et là quel bonheur ! J'ai eu un devis et un contact par téléphone . Et une semaine après la console est réparée au prix fixé par le devis et mon fils peut enfin jouer !!! Sérieux efficace et rapide je le recommande",Rated 5 out of 5 stars,1 review
447,Pascal,FR,Accueil très sympa et réactivité,"Accueil très sympa et réactivité, rien à redire...",Rated 5 out of 5 stars,1 review
448,François Villalba,FR,Réparation HDMI PS5,"Accueil très sympathique, ils ont été au petit soin avec ma PS5, dont le port HDMI était cassé. Un devis en Ligne rapide m'a convaincu de venir déposer ma console. Finalement, ils ont essayer de faire la réparation rapidement, et en 2 jours seulement j'avais ma console réparer. Aucune mauvaise surprise, pas de coût supplémentaire et après plusieurs heures de test, je suis venus mettre un avis positif car ils le méritent. Merci encore à toute l'équipe.",Rated 5 out of 5 stars,1 review
449,Laurence ,FR,J'ai envoyé ma switch qui ne chargeait…,"J'ai envoyé ma switch qui ne chargeait plus, ils l'ont réparer et renvoyer le lendemain de mon paiement. Ma switch fonctionne bien depuis. Vraiment très pros je recommande",Rated 5 out of 5 stars,1 review
450,gralban,FR,Top.,Top.Nintendo switch avec surchauffe réparée et comme neuve.Merci,Rated 5 out of 5 stars,6 reviews
451,Mathieu,FR,Réparation nickel,Réparation nickel et conseils adaptés. J'y retournerai si besoin (mais pas trop tôt).,Rated 5 out of 5 stars,1 review
452,Simon Brung,FR,Super efficace,Super efficace ma play ne fait plus de bruit je peux enfin jouer sans casser les pieds de mes parents qui râle à cause du bruit d’avion de ma console.,Rated 5 out of 5 stars,1 review
453,Juju rachou ,FR,Devis fait en ligne,Devis fait en ligne . depose de la console dans la foulée. confirmation du diagnostique en 72h et reparation el lendemain avec console disponible en 96h.merci pour la rapidité et le professionnalisme.je recommande sans hesitation.,Rated 5 out of 5 stars,1 review
454,CAROLE,FR,Top très à l'écoute et réparation en 2…,Top !!!  très à l'écoute et réparation en 2 Jours !!,Rated 5 out of 5 stars,1 review
455,Hugo Z. -Toast-,FR,Rapide et efficace,"Rapide et efficace, la prise en charge est effectuée par du personnel sympathique et sérieux, et le système de suivit en temps réel des étapes de la réparation est très agréable",Rated 5 out of 5 stars,1 review
456,CHABRIW RAPHAEL,FR,Magnifique,"Magnifique, je retrouve ma console comme au premier jour!! Service et prix au top. Merci beaucoup et très bonne continuation",Rated 5 out of 5 stars,2 reviews
457,Emiguel Cassongo,FR,Réparation PS4 Slim,"Je suis allé dans cette boutique pour faire réparer ma PS4 Slim et elle a été réparé en 4jours, les personnes qui travaillent dans cette boutique sont vraiment des pros je vous le conseil fortement 🔥",Rated 5 out of 5 stars,1 review
458,Sorin Serban,FR,Service Impeccable !!!,"Bonjour , J’ai amené la console Xbox One X en réparation et j’ai été très content de service et d’accueil. Elle à été réparé rapidement et depuis elle fonctionne à merveille !Merci !",Rated 5 out of 5 stars,1 review
459,Kamal Lkouatli,FR,Accueil super et réparation plus rapide…,Accueil super et réparation plus rapide que prévu 👍,Rated 5 out of 5 stars,1 review
460,Jacques Levasseur,FR,Parfait,Parfait! Parfait! Parfait!Absolument rien à dire Tout est parfait!Bravo et milles merci!,Rated 5 out of 5 stars,1 review
461,Karine Hutin,FR,Parfait,"Parfait, site très bien fait, accueil , explications et réparations top",Rated 5 out of 5 stars,1 review
462,Pimenta Rafael,FR,Franchement c'était super le personnel…,Franchement c'était super le personnel est très sympa la réparation as été effectué devant moi en moins de 30 minutes .,Rated 5 out of 5 stars,1 review
463,Sophie,CH,Prise en charge rapide et efficace,Prise en charge rapide et efficace Je recommande sans soucis Prix attractifs,Rated 5 out of 5 stars,2 reviews
464,Nizar Hazine,FR,Service très rapide bonne prise en…,Service très rapide bonne prise en charge et réparation nickel,Rated 5 out of 5 stars,1 review
